,time,price
217,2024-04-29 12:43:00.000000+05:45,1977.92
218,2024-04-29 12:43:00.000000+05:45,1978.39
219,2024-04-29 12:44:00.000000+05:45,1978.65
220,2024-04-29 12:44:00.000000+05:45,1978.65
221,2024-04-29 12:45:00.000000+05:45,1978.26
222,2024-04-29 12:45:00.000000+05:45,1978.31
223,2024-04-29 12:46:00.000000+05:45,1978.25
224,2024-04-29 12:46:00.000000+05:45,1978.25
225,2024-04-29 12:47:00.000000+05:45,1977.68
226,2024-04-29 12:47:00.000000+05:45,1977.68
227,2024-04-29 12:48:00.000000+05:45,1977.46
228,2024-04-29 12:48:00.000000+05:45,1977.46
229,2024-04-29 12:49:00.000000+05:45,1977.02
230,2024-04-29 12:49:00.000000+05:45,1977.02
231,2024-04-29 12:50:00.000000+05:45,1977.0
232,2024-04-29 12:50:00.000000+05:45,1977.0
233,2024-04-29 12:51:00.000000+05:45,1976.35
234,2024-04-29 12:51:00.000000+05:45,1976.99
235,2024-04-29 12:52:00.000000+05:45,1976.91
236,2024-04-29 12:52:00.000000+05:45,1976.91
237,2024-04-29 12:53:00.000000+05:45,1976.01
238,2024-04-29 12:53:00.000000+05:45,1976.34
239,2024-04-29 12:54:00.000000+05:45,1976.35
240,2024-04-29 12:54:00.000000+05:45,1976.73
241,2024-04-29 12:55:00.000000+05:45,1976.57
242,2024-04-29 12:55:00.000000+05:45,1976.57
243,2024-04-29 12:56:00.000000+05:45,1976.16
244,2024-04-29 12:56:00.000000+05:45,1976.16
245,2024-04-29 12:57:00.000000+05:45,1975.65
246,2024-04-29 12:57:00.000000+05:45,1975.74
247,2024-04-29 12:58:00.000000+05:45,1975.34
248,2024-04-29 12:58:00.000000+05:45,1975.73
249,2024-04-29 12:59:00.000000+05:45,1975.47
250,2024-04-29 12:59:00.000000+05:45,1975.47
251,2024-04-29 13:00:00.000000+05:45,1975.42
252,2024-04-29 13:00:00.000000+05:45,1975.42
253,2024-04-29 13:01:00.000000+05:45,1974.98
254,2024-04-29 13:01:00.000000+05:45,1975.1
255,2024-04-29 13:02:00.000000+05:45,1975.16
256,2024-04-29 13:02:00.000000+05:45,1975.39
257,2024-04-29 13:03:00.000000+05:45,1975.58
258,2024-04-29 13:03:00.000000+05:45,1975.67
259,2024-04-29 13:04:00.000000+05:45,1975.47
260,2024-04-29 13:04:00.000000+05:45,1975.47
261,2024-04-29 13:05:00.000000+05:45,1975.11
262,2024-04-29 13:05:00.000000+05:45,1975.13
263,2024-04-29 13:06:00.000000+05:45,1975.06
264,2024-04-29 13:06:00.000000+05:45,1975.1
265,2024-04-29 13:07:00.000000+05:45,1975.23
266,2024-04-29 13:07:00.000000+05:45,1975.23
267,2024-04-29 13:08:00.000000+05:45,1975.36
268,2024-04-29 13:08:00.000000+05:45,1975.41
269,2024-04-29 13:09:00.000000+05:45,1975.62
270,2024-04-29 13:09:00.000000+05:45,1975.9
271,2024-04-29 13:10:00.000000+05:45,1975.59
272,2024-04-29 13:10:00.000000+05:45,1975.59
273,2024-04-29 13:11:00.000000+05:45,1975.58
274,2024-04-29 13:11:00.000000+05:45,1976.05
275,2024-04-29 13:12:00.000000+05:45,1975.31
276,2024-04-29 13:12:00.000000+05:45,1975.31
277,2024-04-29 13:13:00.000000+05:45,1975.1
278,2024-04-29 13:13:00.000000+05:45,1975.1
279,2024-04-29 13:14:00.000000+05:45,1975.75
280,2024-04-29 13:14:00.000000+05:45,1976.35
281,2024-04-29 13:15:00.000000+05:45,1976.36
282,2024-04-29 13:15:00.000000+05:45,1976.6
283,2024-04-29 13:16:00.000000+05:45,1976.64
284,2024-04-29 13:16:00.000000+05:45,1976.84
285,2024-04-29 13:17:00.000000+05:45,1976.73
286,2024-04-29 13:17:00.000000+05:45,1976.73
287,2024-04-29 13:18:00.000000+05:45,1976.73
288,2024-04-29 13:18:00.000000+05:45,1976.89
289,2024-04-29 13:19:00.000000+05:45,1975.88
290,2024-04-29 13:19:00.000000+05:45,1976.07
291,2024-04-29 13:20:00.000000+05:45,1976.02
292,2024-04-29 13:20:00.000000+05:45,1976.03
293,2024-04-29 13:21:00.000000+05:45,1976.07
294,2024-04-29 13:21:00.000000+05:45,1976.59
295,2024-04-29 13:22:00.000000+05:45,1976.53
296,2024-04-29 13:22:00.000000+05:45,1976.83
297,2024-04-29 13:23:00.000000+05:45,1976.7
298,2024-04-29 13:23:00.000000+05:45,1977.16
299,2024-04-29 13:24:00.000000+05:45,1977.5
300,2024-04-29 13:24:00.000000+05:45,1977.5
301,2024-04-29 13:25:00.000000+05:45,1976.95
302,2024-04-29 13:25:00.000000+05:45,1977.32
303,2024-04-29 13:26:00.000000+05:45,1977.11
304,2024-04-29 13:26:00.000000+05:45,1977.12
305,2024-04-29 13:27:00.000000+05:45,1977.0
306,2024-04-29 13:27:00.000000+05:45,1977.21
307,2024-04-29 13:28:00.000000+05:45,1977.15
308,2024-04-29 13:28:00.000000+05:45,1977.38
309,2024-04-29 13:29:00.000000+05:45,1977.52
310,2024-04-29 13:29:00.000000+05:45,1977.67
311,2024-04-29 13:30:00.000000+05:45,1977.63
312,2024-04-29 13:30:00.000000+05:45,1977.72
313,2024-04-29 13:31:00.000000+05:45,1977.63
314,2024-04-29 13:31:00.000000+05:45,1977.68
315,2024-04-29 13:32:00.000000+05:45,1977.52
316,2024-04-29 13:32:00.000000+05:45,1977.54
317,2024-04-29 13:33:00.000000+05:45,1978.08
318,2024-04-29 13:33:00.000000+05:45,1978.34
319,2024-04-29 13:34:00.000000+05:45,1978.38
320,2024-04-29 13:34:00.000000+05:45,1978.67
321,2024-04-29 13:35:00.000000+05:45,1978.72
322,2024-04-29 13:35:00.000000+05:45,1979.18
323,2024-04-29 13:36:00.000000+05:45,1979.37
324,2024-04-29 13:36:00.000000+05:45,1979.9
325,2024-04-29 13:37:00.000000+05:45,1980.0
326,2024-04-29 13:37:00.000000+05:45,1980.52
327,2024-04-29 13:38:00.000000+05:45,1980.95
328,2024-04-29 13:38:00.000000+05:45,1981.2
329,2024-04-29 13:39:00.000000+05:45,1981.34
330,2024-04-29 13:39:00.000000+05:45,1981.34
331,2024-04-29 13:40:00.000000+05:45,1980.88
332,2024-04-29 13:40:00.000000+05:45,1980.88
333,2024-04-29 13:41:00.000000+05:45,1981.16
334,2024-04-29 13:41:00.000000+05:45,1981.16
335,2024-04-29 13:42:00.000000+05:45,1981.1
336,2024-04-29 13:42:00.000000+05:45,1981.1
337,2024-04-29 13:43:00.000000+05:45,1980.8
338,2024-04-29 13:43:00.000000+05:45,1980.81
339,2024-04-29 13:44:00.000000+05:45,1980.33
340,2024-04-29 13:44:00.000000+05:45,1981.5
341,2024-04-29 13:45:00.000000+05:45,1980.74
342,2024-04-29 13:45:00.000000+05:45,1980.85
343,2024-04-29 13:46:00.000000+05:45,1980.74
344,2024-04-29 13:46:00.000000+05:45,1980.89
345,2024-04-29 13:47:00.000000+05:45,1981.48
346,2024-04-29 13:47:00.000000+05:45,1981.48
347,2024-04-29 13:48:00.000000+05:45,1980.95
348,2024-04-29 13:48:00.000000+05:45,1980.95
349,2024-04-29 13:49:00.000000+05:45,1980.02
350,2024-04-29 13:49:00.000000+05:45,1980.15
351,2024-04-29 13:50:00.000000+05:45,1980.0
352,2024-04-29 13:50:00.000000+05:45,1980.0
353,2024-04-29 13:51:00.000000+05:45,1980.0
354,2024-04-29 13:51:00.000000+05:45,1980.33
355,2024-04-29 13:52:00.000000+05:45,1980.33
356,2024-04-29 13:52:00.000000+05:45,1980.35
357,2024-04-29 13:53:00.000000+05:45,1980.29
358,2024-04-29 13:53:00.000000+05:45,1980.29
359,2024-04-29 13:54:00.000000+05:45,1980.13
360,2024-04-29 13:54:00.000000+05:45,1980.18
361,2024-04-29 13:55:00.000000+05:45,1980.15
362,2024-04-29 13:55:00.000000+05:45,1980.15
363,2024-04-29 13:56:00.000000+05:45,1980.22
364,2024-04-29 13:56:00.000000+05:45,1980.29
365,2024-04-29 13:57:00.000000+05:45,1980.29
366,2024-04-29 13:57:00.000000+05:45,1980.29
367,2024-04-29 13:58:00.000000+05:45,1980.17
368,2024-04-29 13:58:00.000000+05:45,1980.17
369,2024-04-29 13:59:00.000000+05:45,1979.98
370,2024-04-29 13:59:00.000000+05:45,1979.98
371,2024-04-29 14:00:00.000000+05:45,1979.58
372,2024-04-29 14:00:00.000000+05:45,1979.61
373,2024-04-29 14:01:00.000000+05:45,1979.48
374,2024-04-29 14:01:00.000000+05:45,1979.51
375,2024-04-29 14:02:00.000000+05:45,1979.44
376,2024-04-29 14:02:00.000000+05:45,1979.44
377,2024-04-29 14:03:00.000000+05:45,1979.63
378,2024-04-29 14:03:00.000000+05:45,1979.63
379,2024-04-29 14:04:00.000000+05:45,1979.38
380,2024-04-29 14:04:00.000000+05:45,1979.38
381,2024-04-29 14:05:00.000000+05:45,1978.89
382,2024-04-29 14:05:00.000000+05:45,1978.89
383,2024-04-29 14:06:00.000000+05:45,1978.24
384,2024-04-29 14:06:00.000000+05:45,1978.25
385,2024-04-29 14:07:00.000000+05:45,1978.02
386,2024-04-29 14:07:00.000000+05:45,1978.03
387,2024-04-29 14:08:00.000000+05:45,1977.79
388,2024-04-29 14:08:00.000000+05:45,1977.99
389,2024-04-29 14:09:00.000000+05:45,1977.55
390,2024-04-29 14:09:00.000000+05:45,1977.6
