,date,open,high,low,close,volume
66,1997-11-09,173.02,173.02,173.02,173.02,0
67,1997-11-10,172.46,172.46,172.46,172.46,0
68,1997-11-11,172.08,172.08,172.08,172.08,0
69,1997-11-12,171.96,171.96,171.96,171.96,0
70,1997-11-13,172.02,172.02,172.02,172.02,0
71,1997-11-16,172.02,172.02,172.02,172.02,0
72,1997-11-17,172.8,172.8,172.8,172.8,0
73,1997-11-18,172.68,172.68,172.68,172.68,0
74,1997-11-19,172.35,172.35,172.35,172.35,0
75,1997-11-20,173.01,173.01,173.01,173.01,0
76,1997-11-23,173.28,173.28,173.28,173.28,0
77,1997-11-24,173.1,173.1,173.1,173.1,0
78,1997-11-25,173.28,173.28,173.28,173.28,0
79,1997-11-26,172.39,172.39,172.39,172.39,0
80,1997-11-27,172.14,172.14,172.14,172.14,0
81,1997-11-30,171.64,171.64,171.64,171.64,0
82,1997-12-01,171.77,171.77,171.77,171.77,0
83,1997-12-02,171.19,171.19,171.19,171.19,0
84,1997-12-03,170.08,170.08,170.08,170.08,0
85,1997-12-04,170.22,170.22,170.22,170.22,0
86,1997-12-07,170.68,170.68,170.68,170.68,0
87,1997-12-08,170.54,170.54,170.54,170.54,0
88,1997-12-09,170.24,170.24,170.24,170.24,0
89,1997-12-10,171.14,171.14,171.14,171.14,0
90,1997-12-11,171.19,171.19,171.19,171.19,0
91,1997-12-14,170.56,170.56,170.56,170.56,0
92,1997-12-15,170.16,170.16,170.16,170.16,0
93,1997-12-16,170.11,170.11,170.11,170.11,0
94,1997-12-17,170.9,170.9,170.9,170.9,0
95,1997-12-18,171.7,171.7,171.7,171.7,0
96,1997-12-21,170.83,170.83,170.83,170.83,0
97,1997-12-22,170.57,170.57,170.57,170.57,0
98,1997-12-23,170.52,170.52,170.52,170.52,0
99,1997-12-24,170.94,170.94,170.94,170.94,0
100,1997-12-25,170.74,170.74,170.74,170.74,0
101,1997-12-28,170.83,170.83,170.83,170.83,0
102,1997-12-30,170.7,170.7,170.7,170.7,0
103,1997-12-31,170.93,170.93,170.93,170.93,0
104,1998-01-04,170.21,170.21,170.21,170.21,0
105,1998-01-05,170.23,170.23,170.23,170.23,0
106,1998-01-06,170.39,170.39,170.39,170.39,0
107,1998-01-07,170.32,170.32,170.32,170.32,0
108,1998-01-08,170.69,170.69,170.69,170.69,0
109,1998-01-12,170.73,170.73,170.73,170.73,0
110,1998-01-13,170.6,170.6,170.6,170.6,0
111,1998-02-15,176.6,176.6,176.6,176.6,0
112,1998-02-16,176.62,176.62,176.62,176.62,0
113,1998-02-17,176.11,176.11,176.11,176.11,0
114,1998-02-18,176.12,176.12,176.12,176.12,0
115,1998-02-22,176.5,176.5,176.5,176.5,0
116,1998-02-23,176.57,176.57,176.57,176.57,0
117,1998-02-26,178.68,178.68,178.68,178.68,0
118,1998-03-01,177.58,177.58,177.58,177.58,0
119,1998-03-02,177.86,177.86,177.86,177.86,0
120,1998-03-03,178.04,178.04,178.04,178.04,0
121,1998-03-04,178.56,178.56,178.56,178.56,0
122,1998-03-05,179.42,179.42,179.42,179.42,0
123,1998-03-08,180.31,180.31,180.31,180.31,0
124,1998-03-09,180.29,180.29,180.29,180.29,0
125,1998-03-10,180.22,180.22,180.22,180.22,0
126,1998-03-11,180.36,180.36,180.36,180.36,0
127,1998-03-15,180.84,180.84,180.84,180.84,0
128,1998-03-16,169.71,169.71,169.71,169.71,0
129,1998-03-17,168.91,168.91,168.91,168.91,0
130,1998-03-18,169.49,169.49,169.49,169.49,0
131,1998-03-19,170.23,170.23,170.23,170.23,0
132,1998-03-22,165.87,165.87,165.87,165.87,0
133,1998-03-23,166.06,166.06,166.06,166.06,0
134,1998-03-24,166.34,166.34,166.34,166.34,0
135,1998-03-25,166.62,166.62,166.62,166.62,0
136,1998-03-26,167.4,167.4,167.4,167.4,0
137,1998-03-29,167.83,167.83,167.83,167.83,0
138,1998-03-30,167.06,167.06,167.06,167.06,0
139,1998-03-31,166.62,166.62,166.62,166.62,0
140,1998-04-01,166.37,166.37,166.37,166.37,0
141,1998-04-02,165.87,165.87,165.87,165.87,0
142,1998-04-06,166.47,166.47,166.47,166.47,0
143,1998-04-07,166.64,166.64,166.64,166.64,0
144,1998-04-08,166.06,166.06,166.06,166.06,0
145,1998-04-09,165.82,165.82,165.82,165.82,0
146,1998-04-12,159.38,159.38,159.38,159.38,0
147,1998-04-13,158.86,158.86,158.86,158.86,0
148,1998-05-14,157.97,157.97,157.97,157.97,0
149,1998-05-17,158.01,158.01,158.01,158.01,0
150,1998-05-18,157.69,157.69,157.69,157.69,0
151,1998-05-19,157.57,157.57,157.57,157.57,0
152,1998-05-20,157.29,157.29,157.29,157.29,0
153,1998-05-21,157.57,157.57,157.57,157.57,0
154,1998-05-24,157.68,157.68,157.68,157.68,0
155,1998-05-25,156.84,156.84,156.84,156.84,0
156,1998-05-26,157.05,157.05,157.05,157.05,0
157,1998-05-27,157.56,157.56,157.56,157.56,0
158,1998-05-28,156.86,156.86,156.86,156.86,0
159,1998-06-01,156.86,156.86,156.86,156.86,0
160,1998-06-02,156.43,156.43,156.43,156.43,0
161,1998-06-03,156.91,156.91,156.91,156.91,0
162,1998-06-04,156.77,156.77,156.77,156.77,0
163,1998-06-07,156.78,156.78,156.78,156.78,0
164,1998-06-08,158.05,158.05,158.05,158.05,0
165,1998-06-09,158.32,158.32,158.32,158.32,0
166,1998-06-10,159.56,159.56,159.56,159.56,0
167,1998-06-11,160.16,160.16,160.16,160.16,0
168,1998-06-14,159.95,159.95,159.95,159.95,0
169,1998-06-15,160.23,160.23,160.23,160.23,0
170,1998-06-16,160.38,160.38,160.38,160.38,0
171,1998-06-17,161.13,161.13,161.13,161.13,0
172,1998-06-18,160.72,160.72,160.72,160.72,0
173,1998-06-21,161.02,161.02,161.02,161.02,0
174,1998-06-22,161.34,161.34,161.34,161.34,0
175,1998-06-23,163.01,163.01,163.01,163.01,0
176,1998-06-24,164.07,164.07,164.07,164.07,0
177,1998-06-25,164.68,164.68,164.68,164.68,0
178,1998-06-28,165.92,165.92,165.92,165.92,0
179,1998-06-29,165.65,165.65,165.65,165.65,0
180,1998-06-30,165.87,165.87,165.87,165.87,0
181,1998-07-01,166.03,166.03,166.03,166.03,0
182,1998-07-02,166.05,166.05,166.05,166.05,0
183,1998-07-05,165.41,165.41,165.41,165.41,0
184,1998-07-06,164.33,164.33,164.33,164.33,0
185,1998-07-07,163.73,163.73,163.73,163.73,0
186,1998-07-08,163.44,163.44,163.44,163.44,0
187,1998-07-09,162.59,162.59,162.59,162.59,0
188,1998-07-13,162.49,162.49,162.49,162.49,0
189,1998-07-14,162.85,162.85,162.85,162.85,0
190,1998-07-15,163.77,163.77,163.77,163.77,0
191,1998-07-16,163.35,163.35,163.35,163.35,0
192,1998-07-19,164.01,164.01,164.01,164.01,0
193,1998-07-20,164.04,164.04,164.04,164.04,0
194,1998-07-21,162.41,162.41,162.41,162.41,0
195,1998-07-22,161.57,161.57,161.57,161.57,0
196,1998-07-23,161.52,161.52,161.52,161.52,0
197,1998-07-26,160.14,160.14,160.14,160.14,0
198,1998-07-27,160.96,160.96,160.96,160.96,0
199,1998-07-28,161.21,161.21,161.21,161.21,0
200,1998-07-29,160.97,160.97,160.97,160.97,0
201,1998-07-30,161.29,161.29,161.29,161.29,0
202,1998-08-02,161.85,161.85,161.85,161.85,0
203,1998-08-03,162.07,162.07,162.07,162.07,0
204,1998-08-04,162.16,162.16,162.16,162.16,0
205,1998-08-05,162.37,162.37,162.37,162.37,0
206,1998-08-06,163.76,163.76,163.76,163.76,0
207,1998-08-10,164.25,164.25,164.25,164.25,0
208,1998-08-11,164.77,164.77,164.77,164.77,0
209,1998-08-12,165.43,165.43,165.43,165.43,0
210,1998-08-13,166.02,166.02,166.02,166.02,0
211,1998-08-17,166.28,166.28,166.28,166.28,0
212,1998-08-18,165.75,165.75,165.75,165.75,0
213,1998-08-19,166.47,166.47,166.47,166.47,0
214,1998-08-20,166.08,166.08,166.08,166.08,0
215,1998-08-23,166.83,166.83,166.83,166.83,0
216,1998-08-24,166.19,166.19,166.19,166.19,0
217,1998-08-25,166.82,166.82,166.82,166.82,0
218,1998-08-26,166.66,166.66,166.66,166.66,0
219,1998-08-27,166.21,166.21,166.21,166.21,0
220,1998-08-30,166.59,166.59,166.59,166.59,0
221,1998-08-31,166.54,166.54,166.54,166.54,0
222,1998-09-01,166.56,166.56,166.56,166.56,0
223,1998-09-02,166.17,166.17,166.17,166.17,0
224,1998-09-03,166.36,166.36,166.36,166.36,0
225,1998-09-06,166.37,166.37,166.37,166.37,0
226,1998-09-07,166.21,166.21,166.21,166.21,0
227,1998-09-08,167.3,167.3,167.3,167.3,0
228,1998-09-09,167.49,167.49,167.49,167.49,0
229,1998-09-10,167.74,167.74,167.74,167.74,0
230,1998-09-13,168.06,168.06,168.06,168.06,0
231,1998-09-14,168.21,168.21,168.21,168.21,0
232,1998-09-15,168.51,168.51,168.51,168.51,0
233,1998-09-16,168.42,168.42,168.42,168.42,0
234,1998-09-17,168.53,168.53,168.53,168.53,0
235,1998-09-20,169.01,169.01,169.01,169.01,0
236,1998-09-22,168.18,168.18,168.18,168.18,0
237,1998-09-23,168.28,168.28,168.28,168.28,0
238,1998-09-24,166.72,166.72,166.72,166.72,0
239,1998-09-27,166.22,166.22,166.22,166.22,0
240,1998-10-06,165.75,165.75,165.75,165.75,0
241,1998-10-07,167.35,167.35,167.35,167.35,0
242,1998-10-08,167.48,167.48,167.48,167.48,0
243,1998-10-11,167.95,167.95,167.95,167.95,0
244,1998-10-12,167.95,167.95,167.95,167.95,0
245,1998-10-13,168.42,168.42,168.42,168.42,0
246,1998-10-14,168.69,168.69,168.69,168.69,0
247,1998-10-15,168.75,168.75,168.75,168.75,0
248,1998-10-18,169.61,169.61,169.61,169.61,0
249,1998-10-25,170.07,170.07,170.07,170.07,0
250,1998-10-26,169.71,169.71,169.71,169.71,0
251,1998-10-27,170.6,170.6,170.6,170.6,0
252,1998-10-28,171.39,171.39,171.39,171.39,0
253,1998-10-29,172.0,172.0,172.0,172.0,0
254,1998-11-01,172.41,172.41,172.41,172.41,0
255,1998-11-03,174.98,174.98,174.98,174.98,0
256,1998-11-04,176.81,176.81,176.81,176.81,0
257,1998-11-05,179.29,179.29,179.29,179.29,0
258,1998-11-08,182.06,182.06,182.06,182.06,0
259,1998-11-10,181.67,181.67,181.67,181.67,0
260,1998-11-11,183.58,183.58,183.58,183.58,0
261,1998-11-12,183.77,183.77,183.77,183.77,0
262,1998-11-15,183.78,183.78,183.78,183.78,0
263,1998-11-16,184.17,184.17,184.17,184.17,0
264,1998-11-17,183.61,183.61,183.61,183.61,0
265,1998-11-18,185.56,185.56,185.56,185.56,0
266,1998-11-19,187.3,187.3,187.3,187.3,0
267,1998-11-22,188.34,188.34,188.34,188.34,0
268,1998-11-23,189.46,189.46,189.46,189.46,0
269,1998-11-24,190.74,190.74,190.74,190.74,0
270,1998-11-25,190.75,190.75,190.75,190.75,0
271,1998-11-26,192.9,192.9,192.9,192.9,0
272,1998-11-29,193.45,193.45,193.45,193.45,0
273,1998-11-30,192.93,192.93,192.93,192.93,0
274,1998-12-01,192.66,192.66,192.66,192.66,0
275,1998-12-02,192.85,192.85,192.85,192.85,0
276,1998-12-03,190.55,190.55,190.55,190.55,0
277,1998-12-06,190.47,190.47,190.47,190.47,0
278,1998-12-07,190.52,190.52,190.52,190.52,0
279,1998-12-08,190.68,190.68,190.68,190.68,0
280,1998-12-09,190.47,190.47,190.47,190.47,0
281,1998-12-13,188.87,188.87,188.87,188.87,0
282,1998-12-14,187.67,187.67,187.67,187.67,0
283,1998-12-15,187.16,187.16,187.16,187.16,0
284,1998-12-16,187.45,187.45,187.45,187.45,0
285,1998-12-17,187.55,187.55,187.55,187.55,0
286,1998-12-20,187.82,187.82,187.82,187.82,0
287,1998-12-21,188.35,188.35,188.35,188.35,0
288,1998-12-22,188.41,188.41,188.41,188.41,0
289,1998-12-23,188.85,188.85,188.85,188.85,0
290,1998-12-24,188.44,188.44,188.44,188.44,0
291,1998-12-27,189.72,189.72,189.72,189.72,0
292,1998-12-28,189.57,189.57,189.57,189.57,0
293,1998-12-30,174.97,174.97,174.97,174.97,0
294,1998-12-31,175.46,175.46,175.46,175.46,0
295,1999-01-03,176.49,176.49,176.49,176.49,0
296,1999-01-04,176.74,176.74,176.74,176.74,0
297,1999-01-05,177.78,177.78,177.78,177.78,0
298,1999-01-06,178.8,178.8,178.8,178.8,0
299,1999-01-07,179.22,179.22,179.22,179.22,0
300,1999-01-10,180.8,180.8,180.8,180.8,0
301,1999-01-12,181.35,181.35,181.35,181.35,0
302,1999-01-13,181.7,181.7,181.7,181.7,0
303,1999-01-14,181.67,181.67,181.67,181.67,0
304,1999-01-17,181.05,181.05,181.05,181.05,0
305,1999-01-18,181.23,181.23,181.23,181.23,0
306,1999-01-19,181.68,181.68,181.68,181.68,0
307,1999-01-20,182.31,182.31,182.31,182.31,0
308,1999-01-21,182.68,182.68,182.68,182.68,0
309,1999-01-25,182.89,182.89,182.89,182.89,0
310,1999-01-26,181.76,181.76,181.76,181.76,0
311,1999-01-27,180.59,180.59,180.59,180.59,0
312,1999-01-28,180.03,180.03,180.03,180.03,0
313,1999-01-31,179.6,179.6,179.6,179.6,0
314,1999-02-01,179.16,179.16,179.16,179.16,0
315,1999-02-02,178.61,178.61,178.61,178.61,0
316,1999-02-03,178.46,178.46,178.46,178.46,0
317,1999-02-04,179.1,179.1,179.1,179.1,0
318,1999-02-07,179.36,179.36,179.36,179.36,0
319,1999-02-08,178.66,178.66,178.66,178.66,0
320,1999-02-10,177.61,177.61,177.61,177.61,0
321,1999-02-11,178.48,178.48,178.48,178.48,0
322,1999-02-15,179.38,179.38,179.38,179.38,0
323,1999-02-16,178.94,178.94,178.94,178.94,0
324,1999-02-17,179.38,179.38,179.38,179.38,0
325,1999-02-18,178.94,178.94,178.94,178.94,0
326,1999-02-21,179.89,179.89,179.89,179.89,0
327,1999-02-22,179.65,179.65,179.65,179.65,0
328,1999-02-23,180.03,180.03,180.03,180.03,0
329,1999-02-24,179.88,179.88,179.88,179.88,0
330,1999-02-25,179.18,179.18,179.18,179.18,0
331,1999-02-28,178.94,178.94,178.94,178.94,0
332,1999-03-02,178.81,178.81,178.81,178.81,0
333,1999-03-03,178.17,178.17,178.17,178.17,0
334,1999-03-04,177.83,177.83,177.83,177.83,0
335,1999-03-07,178.34,178.34,178.34,178.34,0
336,1999-03-08,178.3,178.3,178.3,178.3,0
337,1999-03-09,178.37,178.37,178.37,178.37,0
338,1999-03-10,179.02,179.02,179.02,179.02,0
339,1999-03-11,179.36,179.36,179.36,179.36,0
340,1999-03-14,180.17,180.17,180.17,180.17,0
341,1999-03-15,181.4,181.4,181.4,181.4,0
342,1999-03-16,182.4,182.4,182.4,182.4,0
343,1999-03-18,184.24,184.24,184.24,184.24,0
344,1999-03-21,183.96,183.96,183.96,183.96,0
345,1999-03-22,184.49,184.49,184.49,184.49,0
346,1999-03-23,184.27,184.27,184.27,184.27,0
347,1999-03-24,185.07,185.07,185.07,185.07,0
348,1999-03-28,184.58,184.58,184.58,184.58,0
349,1999-03-29,185.55,185.55,185.55,185.55,0
350,1999-03-30,186.76,186.76,186.76,186.76,0
351,1999-03-31,187.37,187.37,187.37,187.37,0
352,1999-04-01,183.3,183.3,183.3,183.3,0
353,1999-04-04,184.97,184.97,184.97,184.97,0
354,1999-04-05,185.64,185.64,185.64,185.64,0
355,1999-04-06,186.04,186.04,186.04,186.04,0
356,1999-04-07,186.8,186.8,186.8,186.8,0
357,1999-04-08,186.05,186.05,186.05,186.05,0
358,1999-04-11,186.74,186.74,186.74,186.74,0
359,1999-04-12,188.1,188.1,188.1,188.1,0
360,1999-04-13,188.38,188.38,188.38,188.38,0
361,1999-04-15,189.01,189.01,189.01,189.01,0
362,1999-04-18,190.88,190.88,190.88,190.88,0
363,1999-04-19,192.59,192.59,192.59,192.59,0
364,1999-04-20,193.55,193.55,193.55,193.55,0
365,1999-04-21,194.07,194.07,194.07,194.07,0
366,1999-04-22,192.6,192.6,192.6,192.6,0
367,1999-04-25,191.83,191.83,191.83,191.83,0
368,1999-04-26,192.88,192.88,192.88,192.88,0
369,1999-04-28,192.17,192.17,192.17,192.17,0
370,1999-04-29,191.82,191.82,191.82,191.82,0
371,1999-05-02,193.27,193.27,193.27,193.27,0
372,1999-05-04,194.07,194.07,194.07,194.07,0
373,1999-05-05,195.53,195.53,195.53,195.53,0
374,1999-05-06,196.07,196.07,196.07,196.07,0
375,1999-05-09,196.1,196.1,196.1,196.1,0
376,1999-05-10,195.9,195.9,195.9,195.9,0
377,1999-05-11,195.65,195.65,195.65,195.65,0
378,1999-05-12,196.95,196.95,196.95,196.95,0
379,1999-05-13,196.98,196.98,196.98,196.98,0
380,1999-05-17,198.36,198.36,198.36,198.36,0
381,1999-05-18,197.72,197.72,197.72,197.72,0
382,1999-05-19,198.58,198.58,198.58,198.58,0
383,1999-05-20,199.7,199.7,199.7,199.7,0
384,1999-05-23,200.36,200.36,200.36,200.36,0
385,1999-05-24,200.88,200.88,200.88,200.88,0
386,1999-05-25,201.52,201.52,201.52,201.52,0
387,1999-05-26,203.2,203.2,203.2,203.2,0
388,1999-05-27,205.32,205.32,205.32,205.32,0
389,1999-05-30,206.18,206.18,206.18,206.18,0
390,1999-05-31,207.77,207.77,207.77,207.77,0
391,1999-06-01,208.3,208.3,208.3,208.3,0
392,1999-06-02,209.14,209.14,209.14,209.14,0
393,1999-06-03,210.0,210.0,210.0,210.0,0
394,1999-06-06,210.96,210.96,210.96,210.96,0
395,1999-06-07,211.94,211.94,211.94,211.94,0
396,1999-06-09,211.85,211.85,211.85,211.85,0
397,1999-06-10,212.3,212.3,212.3,212.3,0
398,1999-06-13,212.51,212.51,212.51,212.51,0
399,1999-06-14,212.39,212.39,212.39,212.39,0
400,1999-06-15,212.14,212.14,212.14,212.14,0
401,1999-06-16,214.14,214.14,214.14,214.14,0
402,1999-06-17,217.99,217.99,217.99,217.99,0
403,1999-06-20,223.3,223.3,223.3,223.3,0
404,1999-06-21,226.19,226.19,226.19,226.19,0
405,1999-06-22,229.08,229.08,229.08,229.08,0
406,1999-06-23,232.64,232.64,232.64,232.64,0
407,1999-06-24,233.13,233.13,233.13,233.13,0
408,1999-06-27,231.32,231.32,231.32,231.32,0
409,1999-06-28,227.37,227.37,227.37,227.37,0
410,1999-06-29,220.78,220.78,220.78,220.78,0
411,1999-06-30,215.15,215.15,215.15,215.15,0
412,1999-07-01,212.15,212.15,212.15,212.15,0
413,1999-07-04,212.54,212.54,212.54,212.54,0
414,1999-07-05,212.93,212.93,212.93,212.93,0
415,1999-07-06,213.2,213.2,213.2,213.2,0
416,1999-07-07,211.95,211.95,211.95,211.95,0
417,1999-07-08,212.16,212.16,212.16,212.16,0
418,1999-07-11,212.72,212.72,212.72,212.72,0
419,1999-07-12,213.72,213.72,213.72,213.72,0
420,1999-07-13,213.17,213.17,213.17,213.17,0
421,1999-07-14,216.23,216.23,216.23,216.23,0
422,1999-07-15,216.92,216.92,216.92,216.92,0
423,1999-07-18,218.32,218.32,218.32,218.32,0
424,1999-07-19,220.03,220.03,220.03,220.03,0
425,1999-07-20,221.92,221.92,221.92,221.92,0
426,1999-07-21,225.06,225.06,225.06,225.06,0
427,1999-07-22,226.15,226.15,226.15,226.15,0
428,1999-07-25,228.41,228.41,228.41,228.41,0
429,1999-07-26,228.34,228.34,228.34,228.34,0
430,1999-07-27,227.27,227.27,227.27,227.27,0
431,1999-07-28,226.31,226.31,226.31,226.31,0
432,1999-07-29,226.31,226.31,226.31,226.31,0
433,1999-08-01,223.09,223.09,223.09,223.09,0
434,1999-08-02,224.79,224.79,224.79,224.79,0
435,1999-08-03,225.26,225.26,225.26,225.26,0
436,1999-08-04,225.57,225.57,225.57,225.57,0
437,1999-08-05,226.2,226.2,226.2,226.2,0
438,1999-08-09,227.41,227.41,227.41,227.41,0
439,1999-08-10,227.26,227.26,227.26,227.26,0
440,1999-08-12,227.1,227.1,227.1,227.1,0
441,1999-08-15,227.62,227.62,227.62,227.62,0
442,1999-08-16,227.79,227.79,227.79,227.79,0
443,1999-08-17,228.19,228.19,228.19,228.19,0
444,1999-08-18,228.19,228.19,228.19,228.19,0
445,1999-08-19,229.12,229.12,229.12,229.12,0
446,1999-08-22,228.17,228.17,228.17,228.17,0
447,1999-08-23,228.4,228.4,228.4,228.4,0
448,1999-08-24,228.93,228.93,228.93,228.93,0
449,1999-08-25,228.94,228.94,228.94,228.94,0
450,1999-08-30,229.33,229.33,229.33,229.33,0
451,1999-08-31,229.62,229.62,229.62,229.62,0
452,1999-09-01,230.41,230.41,230.41,230.41,0
453,1999-09-03,230.99,230.99,230.99,230.99,0
454,1999-09-06,231.39,231.39,231.39,231.39,0
455,1999-09-07,232.01,232.01,232.01,232.01,0
456,1999-09-08,231.62,231.62,231.62,231.62,0
457,1999-09-09,231.08,231.08,231.08,231.08,0
458,1999-09-10,232.4,232.4,232.4,232.4,0
459,1999-09-13,233.39,233.39,233.39,233.39,0
460,1999-09-14,234.73,234.73,234.73,234.73,0
461,1999-09-15,236.45,236.45,236.45,236.45,0
462,1999-09-16,237.5,237.5,237.5,237.5,0
463,1999-09-17,239.35,239.35,239.35,239.35,0
464,1999-09-20,238.55,238.55,238.55,238.55,0
465,1999-09-21,239.95,239.95,239.95,239.95,0
466,1999-09-22,241.09,241.09,241.09,241.09,0
467,1999-09-23,242.72,242.72,242.72,242.72,0
468,1999-09-27,243.18,243.18,243.18,243.18,0
469,1999-09-28,244.5,244.5,244.5,244.5,0
470,1999-09-29,245.75,245.75,245.75,245.75,0
471,1999-09-30,245.75,245.75,245.75,245.75,0
472,1999-10-01,247.45,247.45,247.45,247.45,0
473,1999-10-04,246.09,246.09,246.09,246.09,0
474,1999-10-05,246.02,246.02,246.02,246.02,0
475,1999-10-06,245.32,245.32,245.32,245.32,0
476,1999-10-07,243.64,243.64,243.64,243.64,0
477,1999-10-08,244.87,244.87,244.87,244.87,0
478,1999-10-11,244.87,244.87,244.87,244.87,0
479,1999-10-12,245.64,245.64,245.64,245.64,0
480,1999-10-13,246.2,246.2,246.2,246.2,0
481,1999-10-14,244.16,244.16,244.16,244.16,0
482,1999-10-15,245.41,245.41,245.41,245.41,0
483,1999-10-25,246.65,246.65,246.65,246.65,0
484,1999-10-26,245.85,245.85,245.85,245.85,0
485,1999-10-27,247.61,247.61,247.61,247.61,0
486,1999-10-28,248.35,248.35,248.35,248.35,0
487,1999-10-29,249.72,249.72,249.72,249.72,0
488,1999-11-01,251.27,251.27,251.27,251.27,0
489,1999-11-02,253.93,253.93,253.93,253.93,0
490,1999-11-03,255.01,255.01,255.01,255.01,0
491,1999-11-04,254.05,254.05,254.05,254.05,0
492,1999-11-05,255.44,255.44,255.44,255.44,0
493,1999-11-11,255.64,255.64,255.64,255.64,0
494,1999-11-12,255.44,255.44,255.44,255.44,0
495,1999-11-15,255.02,255.02,255.02,255.02,0
496,1999-11-16,254.58,254.58,254.58,254.58,0
497,1999-11-17,256.15,256.15,256.15,256.15,0
498,1999-11-18,256.88,256.88,256.88,256.88,0
499,1999-11-19,257.55,257.55,257.55,257.55,0
500,1999-11-22,259.97,259.97,259.97,259.97,0
501,1999-11-23,259.18,259.18,259.18,259.18,0
502,1999-11-24,259.06,259.06,259.06,259.06,0
503,1999-11-25,260.74,260.74,260.74,260.74,0
504,1999-11-26,261.38,261.38,261.38,261.38,0
505,1999-11-29,260.89,260.89,260.89,260.89,0
506,1999-11-30,260.56,260.56,260.56,260.56,0
507,1999-12-01,257.99,257.99,257.99,257.99,0
508,1999-12-02,257.1,257.1,257.1,257.1,0
509,1999-12-03,257.91,257.91,257.91,257.91,0
510,1999-12-06,257.24,257.24,257.24,257.24,0
511,1999-12-07,256.09,256.09,256.09,256.09,0
512,1999-12-08,255.94,255.94,255.94,255.94,0
513,1999-12-09,255.53,255.53,255.53,255.53,0
514,1999-12-10,255.49,255.49,255.49,255.49,0
515,1999-12-13,252.07,252.07,252.07,252.07,0
516,1999-12-14,253.19,253.19,253.19,253.19,0
