date,open,high,low,close,volume
2023-05-30 11:00:00,220.0,220.0,220.0,220.0,16
2023-05-30 11:10:00,220.0,220.0,220.0,220.0,60
2023-05-30 11:20:00,217.3,217.3,217.0,217.0,540
2023-05-30 11:30:00,217.0,217.0,217.0,217.0,30
2023-05-30 11:40:00,220.0,220.0,220.0,220.0,31
2023-05-30 11:50:00,220.0,220.0,220.0,220.0,100
2023-05-30 12:10:00,219.0,219.0,219.0,219.0,10
2023-05-30 12:20:00,219.0,219.0,216.3,216.3,1195
2023-05-30 12:50:00,216.5,216.5,216.0,216.0,1445
2023-05-30 13:20:00,215.7,215.7,215.7,215.7,48
2023-05-30 13:30:00,215.7,215.7,215.7,215.7,10
2023-05-30 13:40:00,218.0,218.0,218.0,218.0,169
2023-05-30 13:50:00,216.0,216.0,216.0,216.0,16
2023-05-30 14:00:00,216.0,216.0,216.0,216.0,25
2023-05-30 14:20:00,217.0,217.0,217.0,217.0,1000
2023-05-30 14:30:00,218.0,218.0,218.0,218.0,50
2023-05-30 14:40:00,216.0,216.0,212.7,212.8,2565
2023-05-30 14:50:00,212.8,212.8,211.5,211.5,1895
2023-05-31 11:00:00,210.0,210.0,210.0,210.0,200
2023-05-31 11:30:00,214.2,218.4,214.2,218.4,20
2023-05-31 11:40:00,215.0,215.0,214.2,214.2,1785
2023-05-31 12:00:00,214.2,214.2,214.2,214.2,115
2023-05-31 12:10:00,213.0,213.0,213.0,213.0,200
2023-05-31 12:40:00,213.0,213.0,213.0,213.0,140
2023-05-31 12:50:00,213.0,213.0,213.0,213.0,160
2023-05-31 13:00:00,213.0,213.0,213.0,213.0,40
2023-05-31 13:10:00,214.0,214.0,214.0,214.0,50
2023-05-31 13:20:00,213.0,213.0,213.0,213.0,256
2023-05-31 13:50:00,213.0,213.0,213.0,213.0,94
2023-05-31 14:00:00,211.8,211.8,211.6,211.6,1000
2023-05-31 14:10:00,211.7,213.9,211.7,213.9,232
2023-05-31 14:20:00,213.9,213.9,213.9,213.9,235
2023-05-31 14:30:00,212.0,213.9,212.0,213.9,316
2023-05-31 14:40:00,213.9,213.9,212.0,212.9,1566
2023-05-31 14:50:00,212.9,212.9,212.0,212.5,1040
2023-06-01 11:00:00,214.0,214.0,214.0,214.0,53
2023-06-01 11:10:00,214.0,214.0,214.0,214.0,500
2023-06-01 11:20:00,211.0,211.0,211.0,211.0,110
2023-06-01 11:40:00,213.0,213.8,213.0,213.8,500
2023-06-01 11:50:00,213.8,213.8,213.8,213.8,3664
2023-06-01 12:20:00,214.8,214.8,214.8,214.8,334
2023-06-01 12:40:00,214.0,214.0,214.0,214.0,60
2023-06-01 13:40:00,215.0,215.0,215.0,215.0,1242
2023-06-01 13:50:00,216.0,216.0,216.0,216.0,1016
2023-06-01 14:00:00,216.0,216.0,216.0,216.0,107
2023-06-01 14:20:00,216.0,216.0,216.0,216.0,47
2023-06-01 14:40:00,214.2,214.2,214.1,214.1,600
2023-06-01 14:50:00,214.1,214.1,210.1,210.5,3912
2023-06-04 12:20:00,214.7,218.0,214.7,218.0,20
2023-06-04 13:00:00,220.0,220.0,220.0,220.0,50
2023-06-04 13:40:00,217.0,217.0,217.0,217.0,50
2023-06-04 14:00:00,219.0,220.0,219.0,220.0,895
2023-06-04 14:10:00,220.0,221.0,220.0,221.0,974
2023-06-04 14:40:00,221.0,221.0,220.0,220.0,290
2023-06-04 14:50:00,219.1,219.5,219.0,219.5,669
2023-06-05 11:20:00,223.5,223.5,223.5,223.5,50
